"whale.id","matriline","year","sex","birth.year","death.year","mean.ep","n.ep","SD","area","age","pregnancy","pregnancy.simple","status","num.offspring","num.births","num.sons","num.daughters","has.son","has.adultson","age.sex.class.full","age.sex.class","salmon","mother.status"
"W78","M23",2017,"m",1986,NA,1.158135983,19,0.011808121,"J strait",31,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.03,NA
"W79","M23",2017,"f",1993,NA,1.250852428,3,0.013034003,"J strait",24,"Not pregnant","Not pregnant","alive",0,2,0,0,"no","no","female reproductive","reproductive female",1.03,NA
"W80","M21",2017,"u",2012,NA,1.171490102,2,0.005034916,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.03,NA
"W81","M21",2017,"f",1963,NA,1.229649306,1,NA,"J strait",54,"Not Applicable","Not pregnant","alive",2,6,0,2,"no","no","female post reproductive","post reproductive female",1.03,NA
"W65","M21",2017,"f",2003,NA,1.20654875,4,0.020606957,"J strait",14,"Not pregnant","Not pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",1.03,NA
"W82","M21",2017,"m",2005,NA,1.112276223,3,0.005934265,"J strait",12,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.03,NA
"W83","M21",2017,"f",2005,NA,1.135324424,1,NA,"J strait",12,"Nursing 1","Nursing","alive",1,1,0,0,"no","no","female reproductive","reproductive female",1.03,NA
"W84","M21",2017,"f",2007,NA,1.146981422,2,0.009282667,"J strait",10,"Not pregnant","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.03,NA
"W85","M21",2017,"f",2008,NA,1.138471575,4,0.006641949,"J strait",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.03,"dead"
"W86","M21",2017,"u",2011,NA,1.125533505,2,0.000555384,"J strait",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.03,NA
"W87","M22",2017,"m",2012,NA,1.105508864,11,0.014840468,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.03,NA
"W88","M22",2017,"u",2016,2019,1.1728594,3,0.00310579,"J strait",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.03,"alive"
"W89","M22",2017,"f",2017,NA,1.172035554,4,0.0253232,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.03,NA
"W66","M22",2017,"f",1987,2019,1.237599516,4,0.026384396,"J strait",30,"Nursing 2","Nursing","alive",2,3,1,0,"yes","no","female reproductive","reproductive female",1.03,"alive"
"W90","M22",2017,"f",1996,NA,1.178628449,5,0.010261571,"J strait",21,"Nursing 1","Nursing","alive",2,2,1,1,"yes","no","female reproductive","reproductive female",1.03,NA
"W91","M22",2017,"f",2000,NA,1.190860383,4,0.015784907,"J strait",17,"Not pregnant","Not pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",1.03,NA
"W92","M22",2017,"f",2005,NA,1.164446826,5,0.033100787,"J strait",12,"Not pregnant","Not pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",1.03,NA
"W93","M22",2017,"m",2008,NA,1.172087953,2,0.000398116,"J strait",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.03,NA
"W94","M22",2017,"m",2011,NA,1.136168969,5,0.009961116,"J strait",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.03,NA
"W67","M22",2017,"m",2012,NA,1.113243129,3,0.007641086,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.03,NA
"W95","M24",2017,"u",2012,NA,1.083312223,7,0.00651549,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.03,NA
"W96","M24",2017,"u",2012,NA,1.110797455,6,0.007302739,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.03,NA
"W97","M24",2017,"u",2013,NA,1.060323554,4,0.013322367,"J strait",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.03,NA
"W98","M24",2017,"u",2014,NA,1.117716793,3,0.012075614,"J strait",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.03,NA
"W99","M24",2017,"u",2014,NA,1.08175143,1,NA,"J strait",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.03,NA
"W100","M24",2017,"u",2015,NA,1.132816186,4,0.011881928,"J strait",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.03,NA
"W101","M24",2017,"f",2017,NA,1.101887649,7,0.012572454,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.03,NA
"W102","M24",2017,"f",1972,NA,1.239895563,5,0.015390663,"J strait",45,"Not pregnant","Not pregnant","alive",5,5,2,3,"yes","yes","female post reproductive","post reproductive female",1.03,NA
"W103","M24",2017,"f",1979,NA,1.184724397,17,0.010691017,"J strait",38,"Nursing 1","Nursing","alive",4,6,0,3,"no","no","female reproductive","reproductive female",1.03,NA
"W104","M24",2017,"f",1957,2020,1.219624782,7,0.022377893,"J strait",60,"Not Applicable","Not pregnant","alive",3,5,1,2,"yes","yes","female post reproductive","post reproductive female",1.03,"dead"
"W105","M24",2017,"m",1982,NA,1.213011054,7,0.0076489,"J strait",35,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.03,NA
"W106","M24",2017,"f",1984,NA,1.182360527,5,0.008794921,"J strait",33,"Not pregnant","Not pregnant","alive",3,3,0,2,"no","no","female reproductive","reproductive female",1.03,NA
"W107","M24",2017,"f",1990,NA,1.142203389,8,0.011833903,"J strait",27,"Pregnant","Pregnant","alive",2,2,0,1,"no","no","female reproductive","reproductive female",1.03,NA
"W108","M24",2017,"f",1992,NA,1.224940085,5,0.02068325,"J strait",25,"Not pregnant","Not pregnant","alive",2,2,1,0,"yes","no","female reproductive","reproductive female",1.03,NA
"W109","M24",2017,"f",1999,NA,1.188813701,3,0.018987501,"J strait",18,"Nursing 3","Not pregnant","alive",2,2,0,0,"no","no","female reproductive","reproductive female",1.03,NA
"W110","M24",2017,"m",2004,NA,1.173906931,4,0.020829499,"J strait",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.03,NA
"W111","M24",2017,"f",2006,NA,1.126987609,4,0.031134097,"J strait",11,"Pregnant - early stages","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.03,NA
"W112","M24",2017,"m",2006,NA,1.117378199,9,0.013680699,"J strait",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.03,NA
"W113","M24",2017,"f",2007,NA,1.129333948,3,0.017899953,"J strait",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.03,NA
"W114","M24",2017,"f",2008,NA,1.120215601,7,0.006304842,"J strait",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.03,"alive"
"W115","M24",2017,"m",2009,NA,1.119001828,5,0.020407943,"J strait",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.03,NA
"W116","M24",2017,"u",2010,NA,1.143793356,3,0.007025258,"J strait",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.03,NA
"W117","M25",2017,"u",2012,NA,1.105249076,3,0.007115893,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.03,NA
"W118","M25",2017,"f",1981,NA,1.237336015,4,0.011024778,"J strait",36,"Not pregnant","Not pregnant","alive",3,4,1,1,"yes","no","female reproductive","reproductive female",1.03,NA
"W119","M25",2017,"f",1994,NA,1.206455147,7,0.008523991,"J strait",23,"Not pregnant","Not pregnant","alive",1,2,0,0,"no","no","female reproductive","reproductive female",1.03,NA
"W120","M25",2017,"m",2007,NA,1.123233471,4,0.011116009,"J strait",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.03,NA
"W121","M25",2017,"u",2011,NA,1.098681461,4,0.018626966,"J strait",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.03,NA
"W122","M26",2017,"u",2017,NA,1.142897773,2,0.006976153,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.03,NA
"W123","M26",2017,"f",1999,NA,1.205107133,3,0.007234036,"J strait",18,"Nursing 1","Nursing","alive",1,1,0,0,"no","no","female reproductive","reproductive female",1.03,NA
"W124","M13",2017,"m",2005,NA,1.157311271,12,0.01449886,"J strait",12,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.03,NA
"W125","M13",2017,"f",1974,NA,1.210601823,4,0.015679594,"J strait",43,"Not pregnant","Not pregnant","alive",1,2,1,0,"yes","yes","female post reproductive","post reproductive female",1.03,NA
"W126","M13",2017,"m",1983,2020,1.214486964,3,0.011435923,"J strait",34,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.03,"dead"
"W37","M14",2017,"m",2004,NA,1.127820078,19,0.011379791,"J strait",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.03,NA
"W38","M14",2017,"m",2009,NA,1.09790216,3,0.01193144,"J strait",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.03,"alive"
"W68","M14",2017,"f",2009,NA,1.124680945,12,0.012865126,"J strait",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.03,"alive"
"W39","M14",2017,"f",2014,NA,1.140896153,6,0.007739535,"J strait",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.03,NA
"W127","M14",2017,"u",2016,2019,1.118330293,4,0.034602479,"J strait",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.03,"alive"
"W40","M14",2017,"f",1969,2019,1.170894506,6,0.020731433,"J strait",48,"Nursing 2","Nursing","alive",4,8,2,1,"yes","yes","female post reproductive","post reproductive female",1.03,"dead"
"W41","M14",2017,"f",1986,NA,1.165274528,10,0.009757826,"J strait",31,"Not pregnant","Not pregnant","alive",3,3,1,2,"yes","yes","female reproductive","reproductive female",1.03,NA
"W42","M14",2017,"m",2002,NA,1.150376938,4,0.017291383,"J strait",15,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.03,NA
"W43","M15",2017,"m",2004,NA,1.126056055,16,0.011548531,"J strait",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.03,NA
"W44","M15",2017,"f",1974,NA,1.189129899,22,0.011300138,"J strait",43,"Not pregnant","Not pregnant","alive",2,4,2,0,"yes","yes","female post reproductive","post reproductive female",1.03,NA
"W46","M15",2017,"m",1997,NA,1.218221312,22,0.013670662,"J strait",20,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.03,NA
"W128","M27",2017,"f",2006,NA,1.20937238,3,0.00413012,"J strait",11,"Not pregnant","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.03,NA
"W129","M27",2017,"f",1971,2023,1.222406857,4,0.007735601,"J strait",46,"Pregnant - early stages","Not pregnant","alive",3,5,2,1,"yes","yes","female post reproductive","post reproductive female",1.03,NA
"W130","M27",2017,"m",1985,NA,1.242199982,3,0.011042076,"J strait",32,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.03,NA
"W131","M27",2017,"m",1988,2023,1.27021372,1,NA,"J strait",29,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.03,NA
"W47","M16",2017,"f",2002,NA,1.12900104,12,0.011518829,"J strait",15,"Not pregnant","Not pregnant","alive",1,1,0,1,"no","no","female reproductive","reproductive female",1.03,NA
"W132","M16",2017,"m",2007,NA,1.115529689,7,0.010527745,"J strait",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.03,NA
"W48","M16",2017,"u",2012,NA,1.112947692,9,0.00736988,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.03,NA
"W49","M16",2017,"f",2014,NA,1.098823608,7,0.013358237,"J strait",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.03,NA
"W133","M16",2017,"f",1974,NA,1.195292708,5,0.01171106,"J strait",43,"Not pregnant","Not pregnant","alive",4,7,2,1,"yes","yes","female post reproductive","post reproductive female",1.03,NA
"W50","M17",2017,"f",2003,NA,1.166161068,10,0.020772423,"J strait",14,"Pregnant - early stages","Not pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",1.03,NA
"W51","M17",2017,"f",1980,NA,1.203512574,12,0.015812253,"J strait",37,"Not pregnant","Not pregnant","alive",2,2,1,1,"yes","yes","female reproductive","reproductive female",1.03,NA
"W52","M17",2017,"m",1997,NA,1.147090735,16,0.013103924,"J strait",20,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.03,NA
"W54","M18",2017,"m",2007,NA,1.175886894,19,0.019819713,"J strait",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.03,NA
"W55","M18",2017,"u",2014,NA,1.112556823,13,0.012485902,"J strait",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",1.03,NA
"W56","M18",2017,"f",1990,NA,1.185841852,27,0.014762292,"J strait",27,"Not pregnant","Not pregnant","alive",2,3,1,0,"yes","no","female reproductive","reproductive female",1.03,NA
"W134","M28",2017,"m",2012,NA,1.105759721,23,0.013204952,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.03,"alive"
"W135","M28",2017,"f",1991,NA,1.189822752,13,0.006978137,"J strait",26,"Not pregnant","Not pregnant","alive",1,2,1,0,"yes","no","female reproductive","reproductive female",1.03,NA
"W1","M1",2018,"f",1981,NA,1.257585984,9,0.01006392,"J strait",37,"Not pregnant","Not pregnant","alive",1,2,0,1,"no","no","female reproductive","reproductive female",0.8,NA
"W2","M1",2018,"m",1992,NA,1.235589686,5,0.009878129,"J strait",26,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.8,NA
"W3","M1",2018,"f",1997,NA,1.159956386,3,0.00967469,"J strait",21,"Not pregnant","Not pregnant","alive",2,2,1,1,"yes","no","female reproductive","reproductive female",0.8,NA
"W4","M1",2018,"m",2009,NA,1.110165314,3,0.019011591,"J strait",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.8,NA
"W136","M29",2018,"m",2015,NA,1.120160915,1,NA,"J strait",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",0.8,NA
"W137","M29",2018,"m",2008,NA,1.116270055,1,NA,"J strait",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.8,NA
"W5","M2",2018,"m",1994,NA,1.247766155,7,0.013998609,"J strait",24,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.8,NA
"W72","M2",2018,"f",2005,NA,1.171092155,1,NA,"J strait",13,"Pregnant - early stages","Not pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",0.8,NA
"W138","M19",2018,"m",2012,NA,1.102616872,2,0.005938672,"J strait",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.8,NA
"W139","M19",2018,"m",2013,NA,1.148985476,2,0.018032588,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.8,NA
"W140","M19",2018,"u",2016,NA,1.142701479,1,NA,"J strait",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",0.8,NA
"W141","M19",2018,"f",1975,NA,1.169312183,1,NA,"J strait",43,"Not pregnant","Not pregnant","alive",5,6,2,3,"yes","yes","female post reproductive","post reproductive female",0.8,NA
"W58","M19",2018,"f",1994,NA,1.166025597,8,0.020912617,"J strait",24,"Not pregnant","Not pregnant","alive",3,3,3,0,"yes","yes","female reproductive","reproductive female",0.8,NA
"W59","M19",2018,"f",1997,NA,1.135531996,3,0.007272027,"J strait",21,"Nursing 3","Not pregnant","alive",2,3,1,0,"yes","no","female reproductive","reproductive female",0.8,NA
"W60","M19",2018,"m",2004,NA,1.1686189,5,0.004304796,"J strait",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.8,NA
"W61","M19",2018,"m",2005,NA,1.150754367,5,0.006847312,"J strait",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.8,NA
"W142","M19",2018,"m",2009,NA,1.112903637,8,0.010771289,"J strait",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.8,NA
"W143","M19",2018,"f",2010,NA,1.124336631,5,0.006825252,"J strait",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.8,NA
"W8","M5",2018,"f",2013,NA,1.118080601,1,NA,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.8,NA
"W9","M5",2018,"f",1980,NA,1.186149216,1,NA,"J strait",38,"Nursing 2","Nursing","alive",5,6,1,4,"yes","yes","female reproductive","reproductive female",0.8,NA
"W11","M5",2018,"f",2004,NA,1.1899976,1,NA,"J strait",14,"Nursing 1","Nursing","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",0.8,NA
"W69","M5",2018,"f",2008,NA,1.129117173,1,NA,"J strait",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.8,"alive"
"W12","M6",2018,"m",2014,NA,1.103879861,5,0.01186436,"J strait",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.8,NA
"W63","M6",2018,"f",1984,NA,1.153104985,8,0.019502814,"J strait",34,"Nursing 2","Nursing","alive",3,4,2,1,"yes","yes","female reproductive","reproductive female",0.8,NA
"W13","M6",2018,"f",1999,NA,1.106046832,3,0.006375804,"J strait",19,"Not pregnant","Not pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",0.8,NA
"W14","M6",2018,"m",2005,NA,1.17789868,5,0.018289349,"J strait",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.8,NA
"W15","M6",2018,"m",2011,NA,1.134283019,5,0.028040949,"J strait",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.8,NA
"W70","M7",2018,"f",2012,NA,1.154096204,1,NA,"J strait",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.8,NA
"W16","M7",2018,"m",2013,NA,1.115773624,2,0.003927456,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.8,NA
"W74","M7",2018,"f",2016,NA,1.129414569,6,0.013598281,"J strait",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",0.8,NA
"W144","M7",2018,"f",2018,NA,1.168082843,5,0.018042682,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",0.8,NA
"W17","M7",2018,"f",1989,NA,1.158892263,4,0.019699616,"J strait",29,"Nursing 1","Nursing","alive",4,6,1,3,"yes","no","female reproductive","reproductive female",0.8,NA
"W18","M7",2018,"f",2006,NA,1.224070636,4,0.025257792,"J strait",12,"Pregnant","Pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",0.8,NA
"W145","M12",2018,"u",2009,NA,1.144675589,3,0.008977442,"J strait",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.8,NA
"W146","M30",2018,"m",2014,NA,1.091655215,1,NA,"J strait",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.8,NA
"W30","M11",2018,"f",1984,NA,1.151031702,5,0.030137521,"J strait",34,"Nursing 1","Nursing","alive",4,4,0,2,"no","no","female reproductive","reproductive female",0.8,NA
"W31","M11",2018,"f",1998,NA,1.135798218,1,NA,"J strait",20,"Not pregnant","Not pregnant","alive",1,1,0,0,"no","no","female reproductive","reproductive female",0.8,NA
"W32","M11",2018,"f",2005,NA,1.183855348,4,0.013677226,"J strait",13,"Not pregnant","Not pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",0.8,NA
"W33","M11",2018,"u",2012,NA,1.086676634,5,0.013851124,"J strait",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.8,NA
"W147","M11",2018,"u",2018,NA,1.155748849,3,0.016545426,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",0.8,NA
"W124","M13",2018,"m",2005,NA,1.157156028,5,0.003706604,"J strait",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.8,NA
"W125","M13",2018,"f",1974,NA,1.214040011,2,0.0124369,"J strait",44,"Not pregnant","Not pregnant","alive",1,2,1,0,"yes","yes","female post reproductive","post reproductive female",0.8,NA
"W37","M14",2018,"m",2004,NA,1.13116944,5,0.019093394,"J strait",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.8,NA
"W38","M14",2018,"m",2009,NA,1.103261533,5,0.019531995,"J strait",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.8,"dead"
"W68","M14",2018,"f",2009,NA,1.117685873,4,0.009742133,"J strait",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.8,"alive"
"W41","M14",2018,"f",1986,NA,1.140573224,6,0.009605225,"J strait",32,"Pregnant - early stages","Not pregnant","alive",3,3,1,2,"yes","yes","female reproductive","reproductive female",0.8,NA
"W42","M14",2018,"m",2002,NA,1.137851938,5,0.010202567,"J strait",16,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.8,NA
"W43","M15",2018,"m",2004,NA,1.13366742,7,0.007905795,"J strait",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.8,NA
"W50","M17",2018,"f",2003,NA,1.217574536,1,NA,"J strait",15,"Pregnant","Pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",0.8,NA
"W51","M17",2018,"f",1980,NA,1.206235797,2,0.016613263,"J strait",38,"Not pregnant","Not pregnant","alive",2,2,1,1,"yes","yes","female reproductive","reproductive female",0.8,NA
"W52","M17",2018,"m",1997,NA,1.18362914,1,NA,"J strait",21,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.8,NA
"W1","M1",2019,"f",1981,NA,1.25344713,6,0.009823916,"J strait CC",38,"Not pregnant","Not pregnant","alive",1,2,0,1,"no","no","female reproductive","reproductive female",0.853333333,NA
"W2","M1",2019,"m",1992,NA,1.209124544,22,0.026158827,"J strait CC",27,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.853333333,NA
"W3","M1",2019,"f",1997,NA,1.171276635,4,0.006381522,"J strait CC",22,"Pregnant - early stages","Not pregnant","alive",2,2,1,1,"yes","no","female reproductive","reproductive female",0.853333333,NA
"W4","M1",2019,"m",2009,NA,1.097909698,7,0.022289015,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W148","M29",2019,"f",1995,NA,1.180731076,3,0.006763767,"J strait CC",24,"Pregnant","Pregnant","alive",2,2,2,0,"yes","no","female reproductive","reproductive female",0.853333333,NA
"W137","M29",2019,"m",2008,NA,1.055821637,2,0.000846566,"J strait CC",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W5","M2",2019,"m",1994,NA,1.265857583,11,0.018013227,"J strait CC",25,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.853333333,NA
"W72","M2",2019,"f",2005,NA,1.191537144,12,0.028034884,"J strait CC",14,"Pregnant","Pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",0.853333333,NA
"W138","M19",2019,"m",2012,NA,1.139389685,6,0.009426557,"J strait CC",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W139","M19",2019,"m",2013,NA,1.122797554,6,0.023875751,"J strait CC",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W140","M19",2019,"u",2016,NA,1.138846328,5,0.025048831,"J strait CC",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",0.853333333,NA
"W141","M19",2019,"f",1975,NA,1.16231867,7,0.022801428,"J strait CC",44,"Not pregnant","Not pregnant","alive",5,6,2,3,"yes","yes","female post reproductive","post reproductive female",0.853333333,NA
"W57","M19",2019,"m",1990,NA,1.214269743,8,0.019475106,"J strait CC",29,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.853333333,NA
"W58","M19",2019,"f",1994,NA,1.174265722,9,0.027983406,"J strait CC",25,"Not pregnant","Not pregnant","alive",3,3,3,0,"yes","yes","female reproductive","reproductive female",0.853333333,NA
"W59","M19",2019,"f",1997,NA,1.188561877,7,0.024573423,"J strait CC",22,"Pregnant","Pregnant","alive",2,3,1,0,"yes","no","female reproductive","reproductive female",0.853333333,NA
"W60","M19",2019,"m",2004,NA,1.188707737,7,0.016135516,"J strait CC",15,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.853333333,NA
"W61","M19",2019,"m",2005,NA,1.153825701,7,0.028831576,"J strait CC",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.853333333,NA
"W142","M19",2019,"m",2009,NA,1.118913247,8,0.025856112,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W143","M19",2019,"f",2010,NA,1.141542464,9,0.021643,"J strait CC",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.853333333,NA
"W8","M5",2019,"f",2013,NA,1.142483176,10,0.007979809,"J strait CC",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.853333333,NA
"W149","M5",2019,"f",2017,NA,1.120794897,8,0.008450755,"J strait CC",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",0.853333333,NA
"W150","M5",2019,"m",2018,NA,1.169661075,12,0.021066688,"J strait CC",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",0.853333333,NA
